c g $max_lat $min_lat $max_lon $min_lon $center_lat $center_lon
c p #nodes #edges
g footway
e 274918227 274918244 107.95400000000001
f 7.1294172 51.4858065 7.1295764 51.485795 7.1297817 51.4857519 7.1299381 51.4856978 7.1300383 51.48565 7.1301547 51.4856102 7.1305918 51.4854173
g secondary
e 274918235 1120100823 565.128
f 7.1291891 51.4858126 7.1292246 51.4856595 7.12927 51.485303 7.1293506 51.4848325 7.1293802 51.484661 7.1293989 51.4845349 7.1294458 51.4843655 7.1295018 51.4842212 7.1296285 51.4839827 7.1297399 51.4837714 7.1297773 51.4837005 7.1297864 51.4836784 7.1298215 51.4835929 7.1298701 51.4834417 7.1298841 51.4833582 7.1298909 51.4832915 7.1299044 51.4831418 7.1299008 51.4830552 7.1298906 51.4829816 7.1298712 51.4828841 7.1298315 51.4827512 7.1298027 51.4826673 7.1297837 51.4826114 7.1297508 51.4825172 7.1297358 51.4824626 7.129709 51.4823801 7.12966 51.482234 7.1295783 51.4819874 7.1295507 51.4819006 7.1294445 51.4816163 7.1293911 51.4814639 7.1293394 51.4813287 7.1293023 51.4812021 7.1292811 51.4811229 7.1292645 51.4810414 7.129261 51.480964 7.1292636 51.4808863
g secondary
e 274918236 474329348 408.415
f 7.1282872 51.4857743 7.128003 51.4857569 7.1276038 51.4857325 7.1275641 51.4857301 7.1272298 51.4857095 7.1268994 51.4856891 7.1263384 51.4856545 7.1259512 51.4856112 7.1256146 51.4855898 7.1254647 51.4855803 7.1253188 51.485571 7.1245795 51.4855241 7.1242943 51.4855043 7.1239434 51.4854679 7.123872 51.4854592 7.123703 51.4854387 7.1234244 51.485405 7.123237 51.4853757 7.1229216 51.4853231 7.1226553 51.4852704
g
e 274982485 7036746384 1067.45
f 7.3941757 51.5101744 7.3933404 51.5098901 7.3925602 51.5096677 7.3906881 51.5091869 7.3906504 51.5091755 7.390614 51.5091513 7.3905904 51.5091238 7.3905242 51.5091356 7.3903747 51.5091584 7.3901762 51.5091469 7.3900102 51.5091197 7.3895999 51.5090138 7.3895843 51.5090097 7.3893616 51.5089537 7.3892944 51.5089365 7.3892304 51.5089196 7.389165 51.50891 7.3891046 51.5089061 7.389046 51.5089081 7.3889941 51.5089155 7.3889474 51.5089278 7.3888622 51.5089507 7.3884736 51.5090605 7.3884568 51.5090653 7.3884178 51.5090766 7.3883121 51.5091093 7.388247 51.5091278 7.388209 51.509139 7.3875255 51.5093402 7.3874622 51.5093588 7.3870224 51.5094485 7.3868085 51.5094819 7.3866312 51.5095096 7.3857985 51.5096396 7.3857458 51.5096478 7.3855624 51.5096716 7.3853574 51.5096982 7.3850807 51.5097342 7.384795 51.5097809 7.3844515 51.5098433 7.3842441 51.5098903 7.3842173 51.5098964 7.3841555 51.5099151 7.3840828 51.5099392 7.3840603 51.5099411 7.3838312 51.5099202 7.3838193 51.5099194 7.3836993 51.5099112 7.3836796 51.5099099 7.3836062 51.5099046 7.3835316 51.5098992 7.3835096 51.5098976 7.3834876 51.5098961 7.383041 51.5098832 7.3828024 51.5098861 7.3822731 51.5099382 7.3821327 51.509954 7.3816182 51.5100121 7.3809536 51.5100476 7.3807354 51.5100593 7.379991 51.5101109 7.3799176 51.5101231 7.3798463 51.5101569 7.3798287 51.5101472 7.3797903 51.5101329 7.379763 51.5101265 7.3797053 51.5101274 7.3796714 51.510128 7.3796188 51.5101288
g path footway
e 275030615 11169844721 589.894
f 7.3153436 51.5248682 7.3154498 51.5248555 7.3156797 51.5249028 7.3161013 51.5250005 7.31642 51.525065 7.3167829 51.525136 7.3170884 51.5251874 7.3174142 51.5252294 7.3178764 51.5252715 7.3183488 51.5253245 7.3198536 51.5254472 7.3201142 51.5254763 7.3203653 51.5254899 7.3209024 51.5255518 7.3210888 51.5255675 7.3212196 51.5255698 7.3215073 51.5256056 7.3219103 51.5256424 7.3227803 51.5257281 7.323244 51.5257542
g footway
e 275030615 275685652 332.908
f 7.3153436 51.5248682 7.3154232 51.5244374 7.3155295 51.5239444 7.3155455 51.5238704 7.3155688 51.523762 7.315566 51.5236836 7.315553 51.5236279 7.3155113 51.5235805 7.3154564 51.5235335 7.3151033 51.5233046 7.3142915 51.5228099 7.3141192 51.5226979 7.3139727 51.5226136 7.3138575 51.5225446 7.3136974 51.5224243
g unclassified
e 275234002 275234007 417.833
f 7.3021192 51.2883586 7.3023058 51.288423 7.302922 51.2885594 7.3031154 51.2886101 7.3033085 51.2886491 7.3034651 51.2886802 7.303788 51.2887443 7.3041489 51.2888352 7.3041764 51.2888429 7.3043153 51.2888817 7.3045641 51.2889539 7.3047374 51.2890022 7.3047929 51.2890182 7.3050691 51.2890976 7.3053082 51.2891664 7.3056286 51.2893094 7.3061254 51.2895217 7.3061691 51.2895388 7.3062167 51.2895496 7.3062722 51.2895549 7.3064009 51.2895659 7.3064107 51.2899896
g
e 275234002 277698398 183.71899999999997
f 7.3021192 51.2883586 7.3020603 51.2885385 7.3020251 51.2886817 7.3020016 51.2887878 7.3019928 51.2888616 7.3019904 51.2889264 7.3019883 51.2889865 7.3019962 51.2890314 7.3019938 51.2890936 7.3020061 51.2892571 7.3020129 51.2893474 7.302029 51.2894623 7.3020579 51.289614 7.3020733 51.289698 7.3021283 51.2899044
g secondary
e 275234002 540583716 693.8840000000001
f 7.3021192 51.2883586 7.3019175 51.2883087 7.3016568 51.2882408 7.3013787 51.2881522 7.3013263 51.2881379 7.3011988 51.2881019 7.3011078 51.2880773 7.3010226 51.2880457 7.3008745 51.2879785 7.3008293 51.287953 7.3007855 51.2879263 7.3005833 51.2877665 7.3005194 51.2877137 7.3004496 51.2876486 7.3003964 51.287599 7.3001521 51.287364 7.299765 51.2869769 7.2990641 51.2862913 7.2986213 51.2858502 7.2984362 51.2856831 7.298254 51.28552 7.2981703 51.2854588 7.2980906 51.2854088 7.298036 51.2853776 7.2978955 51.2853148 7.2977791 51.285272 7.2977491 51.285261 7.2977071 51.2852482 7.2971964 51.2851177 7.296986 51.2850524 7.2968357 51.2850077 7.2967069 51.2849525 7.2966407 51.2849332 7.2965749 51.2849105 7.2965036 51.2848703 7.2964899 51.2848499 7.2963327 51.2848273 7.2959455 51.2847507 7.2952239 51.2846708
g
e 275234007 275234202 137.038
f 7.3063967 51.2903655 7.3069549 51.2903983 7.3073192 51.2904174 7.3074897 51.290426 7.3078351 51.2904481
g
e 275234007 277698398 335.314
f 7.3063967 51.2903655 7.3051672 51.290382 7.3047683 51.2903997 7.3042949 51.2904207 7.3040388 51.290432 7.3030814 51.2904655 7.302898 51.2904701 7.3027885 51.2904725 7.3027027 51.2904831 7.3025089 51.2905253 7.3024127 51.2904017 7.3023189 51.2902746 7.3022237 51.2901275
g secondary
e 275234202 367934708 571.3670000000001
f 7.3083558 51.2904955 7.3084739 51.2905089 7.3088199 51.2905504 7.3090261 51.2905743 7.3095211 51.2906371 7.3098897 51.2906957 7.3102248 51.2907534 7.3109059 51.2908784 7.3114091 51.2909884 7.3126376 51.2913195 7.3127569 51.2913565 7.3130224 51.2914361 7.3131469 51.2914702 7.3138743 51.2916853 7.3146287 51.2919768 7.3148815 51.2920805 7.3151122 51.2922029 7.315199 51.2922464 7.3153708 51.2923337 7.3156616 51.292483
g
e 275234202 385554225 1659.8729999999996
f 7.3083558 51.2904955 7.308412 51.2902473 7.3084745 51.2899801 7.3085498 51.2896578 7.3085929 51.2895023 7.3086866 51.2891012 7.3087964 51.2886897 7.3092999 51.288261 7.3095089 51.2881044 7.3100217 51.2877238 7.3102682 51.2875269 7.3105048 51.2873233 7.3106384 51.2872566 7.3107706 51.2871636 7.3111714 51.2869709 7.3117346 51.2867327 7.3122592 51.286506 7.312599 51.2862782 7.3127918 51.2861732 7.3131015 51.2860921 7.3132204 51.2861059 7.3133625 51.2861515 7.3135453 51.2862143 7.3137088 51.2862596 7.313904 51.2863642 7.3139585 51.2862722 7.3139732 51.2862433 7.3140355 51.2861112 7.3141828 51.2860567 7.3143143 51.2859818 7.3143943 51.2858975 7.3144364 51.2857914 7.3144332 51.2857076 7.3143912 51.2856255 7.3143385 51.2855421 7.3143147 51.2854259 7.3143148 51.285365 7.314354 51.2852898 7.3146053 51.2849678 7.314628 51.2849386 7.3142989 51.2848395 7.3142175 51.2848148 7.3139739 51.2847359 7.3137591 51.2846828 7.3134713 51.2846735 7.3133059 51.2846849 7.3130682 51.2847159 7.3125048 51.2847642 7.312521 51.2847018 7.3126003 51.2845067 7.3127508 51.2841387 7.3129405 51.2836428 7.3130565 51.2832341 7.313113 51.2829134 7.3131315 51.2828745 7.3133949 51.2828804 7.3140946 51.2827838 7.3146245 51.2826885 7.3153179 51.2825128 7.315954 51.2824307 7.3161222 51.282428 7.3166349 51.282277 7.3171215 51.2821389 7.3175972 51.2819202 7.3177111 51.2818621 7.3180838 51.2818012 7.3184111 51.2817498 7.3186031 51.281702
g track track
e 275234202 2354151176 110.77099999999999
f 7.3083558 51.2904955 7.3083352 51.2905605 7.3082829 51.2907391 7.3082577 51.2908692 7.3082448 51.2909629 7.3082187 51.2911032
g
e 275237087 526047201 1264.7970000000003
f 7.3103369 51.2969007 7.3104186 51.2969336 7.3110138 51.2971946 7.3110746 51.2972207 7.3112346 51.2972826 7.3123936 51.2977254 7.3124555 51.297747 7.3124893 51.2977601 7.3125988 51.2977979 7.3126203 51.2978048 7.3127065 51.2978325 7.3127681 51.2978525 7.312864 51.2978836 7.3128115 51.2979479 7.3126428 51.2981543 7.312734 51.2984318 7.3128835 51.2989298 7.3127507 51.299359 7.3127321 51.2996105 7.3123189 51.3000403 7.3122677 51.3001159 7.3122223 51.3002015 7.3122098 51.300376 7.3121582 51.3006484 7.3121315 51.3007769 7.3121121 51.3008703 7.312111 51.3010255 7.312115 51.3010757 7.3120123 51.3011607 7.3116995 51.3012426 7.3120724 51.301462 7.3122823 51.3016404 7.3127651 51.3021703 7.3131084 51.302546 7.3132659 51.3027429 7.3134517 51.3029618 7.3128985 51.3032095 7.3123561 51.3034879 7.3118595 51.3037113 7.3115344 51.303891 7.3113249 51.3040424 7.311042 51.3043369 7.3108614 51.3045844 7.3107271 51.3046751 7.3103617 51.3048062 7.3102172 51.3048516 7.3094203 51.3048212 7.3087767 51.3047865
g track track secondary footway
e 275237087 9350753258 26.004999999999995
f 7.3103369 51.2969007 7.3103228 51.2968694 7.3103167 51.2968497 7.3103144 51.2968319 7.3103141 51.296813 7.3103147 51.2967979 7.3103172 51.2967767 7.3103281 51.2967558 7.3103466 51.2967358 7.3103741 51.2967155
g
e 275237829 1204530566 2367.461000000001
f 7.3245783 51.3085504 7.3247296 51.3085028 7.3249285 51.3084532 7.3251743 51.3083699 7.3254613 51.3082511 7.3257093 51.3081411 7.3260336 51.3080607 7.326236 51.3080366 7.3264179 51.308054 7.3265873 51.3080423 7.3268715 51.3079479 7.3271232 51.3078348 7.3273011 51.3077743 7.3275532 51.3077275 7.3276892 51.3077013 7.3279347 51.3076706 7.3283806 51.307616 7.3287281 51.3075555 7.3289333 51.3074982 7.3290941 51.3074427 7.3295516 51.3072539 7.3298692 51.3071358 7.3301267 51.3070393 7.3304185 51.3069427 7.3305319 51.3069043 7.3306343 51.3068549 7.3306777 51.3068046 7.3307102 51.3067279 7.3307462 51.3064687 7.3308133 51.3058964 7.3308648 51.3056656 7.3309759 51.3055533 7.3311368 51.3054996 7.3318235 51.3052179 7.3322902 51.3050402 7.3326496 51.304906 7.3330519 51.3048256 7.3332298 51.30473 7.333394 51.3045672 7.3339656 51.3042925 7.3345159 51.3039332 7.3356067 51.3032213 7.3357535 51.3030778 7.3362714 51.3032577 7.3367649 51.3032577 7.3374301 51.3032644 7.3379344 51.3033247 7.3388678 51.303365 7.3393506 51.3033985 7.3399943 51.3034052 7.340284 51.3033583 7.3403483 51.3032174 7.340402 51.3030363 7.3404234 51.3027948 7.340461 51.3025366 7.340463 51.3022633 7.3404288 51.3017182 7.3404558 51.3016263 7.340408 51.3015323 7.3402411 51.3013594 7.3401659 51.3010609 7.3403215 51.3008261 7.3405361 51.3006919 7.3407507 51.3005544 7.3408126 51.3004923 7.3409758 51.3005551 7.3413132 51.3006426 7.341333 51.3006477 7.3415518 51.3006996 7.3416604 51.3007883 7.342443 51.3017894 7.3426803 51.3021362 7.3427257 51.302125 7.342728 51.3021288 7.3427498 51.3021657 7.3427602 51.3021831 7.3427978 51.3021759 7.3431649 51.3021114 7.3432287 51.3021004 7.3432403 51.3020982 7.3432449 51.3021079 7.3432644 51.3021495 7.3432683 51.3021578 7.343284 51.3021548 7.3433577 51.3021406 7.3433706 51.3021389 7.3433794 51.3021599 7.3433274 51.302169 7.343285 51.3022366 7.3434643 51.3027283 7.3435778 51.3029479 7.3436568 51.3031008 7.3437371 51.3032562 7.3437851 51.3033491 7.343878 51.3035517 7.3439292 51.3038185 7.3439185 51.3040904 7.3439257 51.3043112 7.3439269 51.304355 7.3439281 51.3043987 7.3439401 51.3048277 7.3439232 51.3048956 7.3438256 51.3050699 7.3437781 51.3051278 7.3437656 51.3051848
g compacted track path track footway
e 275237829 4684018353 956.4759999999997
f 7.3245783 51.3085504 7.3245239 51.3086621 7.3242237 51.3093236 7.3257157 51.3095252 7.3253078 51.3107756 7.325267 51.3110124 7.3252401 51.3111143 7.3252834 51.3111972 7.3253924 51.3113697 7.325711 51.3116586 7.3258673 51.311882 7.3258095 51.3119066 7.3258785 51.3119953 7.3260183 51.3121698 7.3260265 51.312242 7.3257804 51.3122553 7.3253545 51.3122937 7.3252118 51.3123182 7.325106 51.3123674 7.3250192 51.3123869 7.3248472 51.3123681 7.3246659 51.3123221 7.3246142 51.312188 7.3245463 51.3119609 7.3244785 51.3118392 7.3244067 51.3117788 7.3243465 51.3117247 7.3242037 51.3116898 7.3240259 51.3116781 7.3239419 51.3116811 7.3239571 51.3120117 7.3239547 51.3121451 7.323953 51.3122918 7.3239734 51.3124106 7.3240173 51.3125555 7.3241044 51.3127009 7.3241991 51.3128126 7.3243221 51.3129209 7.3244444 51.3130153 7.3246091 51.3131121 7.3247726 51.313184 7.3249877 51.3132623 7.3250571 51.3132866 7.3250647 51.3132894 7.3251736 51.3133293
g path secondary
e 275237829 526047201 1603.4870000000005
f 7.3245783 51.3085504 7.3243625 51.3085961 7.3241505 51.3086572 7.3237851 51.3087369 7.3234821 51.3087801 7.3232704 51.3087835 7.3230404 51.3087467 7.3224939 51.3086044 7.3219309 51.3084252 7.3216354 51.3083076 7.3215127 51.3082445 7.3214096 51.3082381 7.3213236 51.3082564 7.3208532 51.308388 7.3207913 51.3082817 7.3205595 51.3078868 7.3204951 51.3077871 7.3200647 51.3079559 7.3199895 51.3081717 7.3199037 51.3083487 7.3198522 51.3084185 7.3197749 51.3084668 7.3196891 51.308499 7.319585 51.3085117 7.319484 51.3085187 7.3192693 51.3083943 7.3192381 51.3083762 7.3189073 51.308222 7.3188836 51.308211 7.3186701 51.308131 7.3184416 51.3080507 7.318254 51.3079999 7.3180418 51.3079632 7.3177131 51.3079245 7.3170179 51.3078753 7.316557 51.3078627 7.3164724 51.3078667 7.3163539 51.3078779 7.3160104 51.3079304 7.3158063 51.3079615 7.3151259 51.3080908 7.3143381 51.3082332 7.3142425 51.3082453 7.314156 51.3082511 7.313676 51.3082467 7.3132768 51.3082322 7.3130992 51.308222 7.3129716 51.3082038 7.3128535 51.3081694 7.3127171 51.308109 7.312253 51.307839 7.3121137 51.3077947 7.3109077 51.3076891 7.3097809 51.3075867 7.3096283 51.3075841 7.309475 51.3075996 7.3093433 51.3076267 7.3089114 51.3077701 7.3088772 51.3076923 7.3088791 51.3074259 7.308891 51.3072676 7.3088916 51.3069532 7.3088491 51.3067508 7.3087685 51.3066669 7.3086353 51.3064589 7.3085999 51.3061702 7.3084554 51.3059178 7.3083598 51.3057218 7.3083464 51.3055519 7.3083501 51.3054166 7.3084425 51.3048634
g track path track secondary
e 275321696 276044188 337.59
f 7.4286778 51.4899705 7.4288707 51.4894196 7.4289115 51.4893277 7.4289806 51.4892602 7.4290971 51.4892356 7.4292281 51.4892615 7.4295097 51.4893406 7.4297169 51.489347 7.4301444 51.489326 7.4306516 51.4893272 7.4309976 51.4893497 7.4312239 51.489418 7.4317891 51.4896928 7.4319662 51.4897398 7.4322632 51.489765
g path
e 275326156 9291087737 73.297
f 7.2544521 51.5308867 7.2540544 51.5309753 7.253921 51.530988 7.2537572 51.5309779 7.2536283 51.5309953
g
e 275326156 275326202 48.794
f 7.2544521 51.5308867 7.2546338 51.5308935 7.2548995 51.530962 7.2550702 51.5310126
g path
e 275326156 1340311730 301.704
f 7.2544521 51.5308867 7.2546368 51.5306752 7.2547574 51.5305689 7.254839 51.5304808 7.2548474 51.5304483 7.2549261 51.5301991 7.2551206 51.5295576 7.2552276 51.5292192 7.2552694 51.5291896 7.2557049 51.528865 7.2557901 51.528799 7.2561263 51.5285411
g path footway
e 275326175 275326202 106.155
f
g footway
e 275326175 281451473 149.944
f 7.2565224 51.5314018 7.2564532 51.5315195 7.2562981 51.5317947 7.256294 51.5318911 7.2563135 51.5319603 7.2563618 51.5320717 7.2563632 51.5322423 7.2562099 51.5324879
g footway
e 275326175 588149024 154.54899999999998
f 7.2565224 51.5314018 7.2566937 51.5312679 7.2567809 51.5312182 7.2569834 51.5310939 7.2571416 51.5309437 7.2576441 51.530403
g footway
e 275326202 281451473 271.245
f 7.2551123 51.5310251 7.2550287 51.5311607 7.2544315 51.5321404 7.254402 51.5321886 7.254377 51.5322342 7.2550281 51.5323959 7.2557606 51.5325916
g footway
e 275358663 5571112620 660.2199999999999
f 7.3757084 51.3724929 7.3758224 51.3725729 7.3759498 51.3726497 7.3760521 51.3727173 7.3761225 51.3728161 7.3761268 51.3728842 7.3760151 51.3729856 7.3758652 51.3732256 7.3758344 51.3733354 7.3758035 51.3734457 7.3757932 51.3735593 7.3757734 51.3737777 7.3753454 51.3744557 7.3752555 51.3745577 7.3752094 51.3745886 7.3751429 51.3746151 7.3750652 51.3746414 7.3751032 51.3746946 7.37512 51.3747558 7.3750904 51.3748239 7.3750528 51.3748849 7.3750227 51.3749618 7.3750058 51.3750165 7.3749256 51.3751924 7.3748665 51.3753282 7.374857 51.3753539 7.3748516 51.3753817 7.3748443 51.3754251 7.3748326 51.3755263 7.3748253 51.3755898 7.3748063 51.3757828 7.3747832 51.3760163 7.3747654 51.3761765 7.374757 51.376227 7.3747366 51.3763938 7.3747174 51.3764848 7.3746448 51.3767292 7.3746247 51.3768007 7.3746078 51.3768432 7.3745638 51.3769691 7.3744829 51.3771952 7.3744577 51.3772529 7.3744283 51.3773323 7.3744051 51.3773816 7.3743814 51.3774199 7.3743279 51.3774779 7.3742626 51.3775331 7.3741882 51.3775856 7.374088 51.3776422 7.3740185 51.3776721 7.3739016 51.3777126 7.3738182 51.3777328 7.373712 51.3777507
g
e 275358663 1622914869 384.327
f 7.3757084 51.3724929 7.3761342 51.3725375 7.3763752 51.3725666 7.3765554 51.372582 7.3769793 51.3726302 7.3774291 51.3726705 7.3776882 51.3726937 7.3780536 51.3727662 7.3784259 51.3728544 7.3785884 51.3728982 7.3789309 51.3730045 7.3791364 51.3730923 7.3793208 51.3731764 7.3794654 51.3732518 7.3796066 51.3733576 7.3797055 51.3734593 7.3797781 51.37358 7.3798417 51.3737136 7.3798777 51.3737752 7.3799166 51.373842 7.3799378 51.3738786 7.3799453 51.3738917 7.3799987 51.3739699
g
e 275362155 360772896 399.1269999999999
f 7.4052203 51.4747103 7.4055129 51.4741243 7.4055538 51.4740329 7.4055696 51.4739883 7.4055749 51.4739412 7.4055752 51.4738251 7.4055621 51.4737012 7.4055419 51.4736215 7.4055147 51.4735506 7.4054685 51.4734347 7.4054436 51.4733875 7.4054054 51.4733438 7.4052838 51.4732464 7.4051328 51.4731255 7.4050555 51.4730634 7.4049375 51.4729695 7.4048669 51.4729051 7.4048291 51.4728706 7.4046381 51.4726658 7.4044207 51.4724241 7.4043594 51.4723533 7.4042507 51.4722279 7.4042185 51.4721714 7.4041874 51.4720799 7.4041458 51.4719594 7.4040719 51.4717377 7.4040088 51.4715538 7.4040116 51.4714675
g
e 275362155 676745858 497.90900000000005
f 7.4052203 51.4747103 7.4050761 51.4747589 7.4050151 51.4747807 7.4049747 51.4747951 7.4049118 51.4748121 7.4048387 51.4748097 7.4047425 51.4747886 7.403295 51.4744713 7.4023046 51.4743359 7.4019183 51.4742783 7.401756 51.4742626 7.4013706 51.4741457 7.4008651 51.4739098 7.4003962 51.473708 7.3999505 51.4734864 7.3992951 51.4732247
g track track
e 275362166 279187636 144.53900000000002
f 7.4037037 51.4700276 7.4036374 51.4698809 7.4035567 51.4697405 7.4034618 51.4696089 7.4034011 51.4695418 7.4033378 51.4694729 7.4028827 51.4689308
g
e 275362166 678844192 663.3190000000001
f 7.4037037 51.4700276 7.4037943 51.4700269 7.4044826 51.4700918 7.4063399 51.4703283 7.4085722 51.4706444 7.4088441 51.4706894 7.4089284 51.4707293 7.4091895 51.4707024 7.4095632 51.4706933 7.4096466 51.4706913 7.4101922 51.4706533 7.4106851 51.470619 7.4110528 51.4705899 7.4111708 51.4705806 7.4112028 51.4705697 7.4115094 51.4704653 7.4118956 51.4702551 7.4123032 51.4699718 7.4125841 51.4698029
g unclassified
e 275362166 360772896 156.591
f 7.4037037 51.4700276 7.4038106 51.4702524 7.403975 51.470647 7.4040402 51.4708205 7.404055 51.4708598 7.4040834 51.4709561 7.4040978 51.4710722 7.4040859 51.4712065 7.4040672 51.4712996 7.4040558 51.4713419
g
e 275362251 276016710 443.39799999999997
f 7.4374798 51.4392472 7.4380172 51.438342 7.4382484 51.4379614 7.4385699 51.4374323 7.4387768 51.4370918 7.4393749 51.4361438 7.4396803 51.4356289 7.4397233 51.4355758 7.4397379 51.4355498
g track track
e 275362251 3162846348 853.2069999999999
f 7.4374798 51.4392472 7.437848 51.439247 7.4387607 51.4394745 7.4390044 51.4396403 7.4390795 51.4396776 7.4392126 51.4397227 7.4393825 51.439756 7.4395951 51.4397963 7.4402058 51.4399075 7.4402453 51.4399372 7.4402546 51.439962 7.4402552 51.4399951 7.4402484 51.4400274 7.4401939 51.4401594 7.4401547 51.440297 7.4399738 51.4405947 7.4398949 51.4407113 7.4397707 51.4409152 7.4397281 51.441003 7.439953 51.4410899 7.440023 51.441125 7.4401182 51.4411582 7.4405584 51.4413897 7.4414403 51.4418113 7.4416599 51.4417577 7.4418406 51.4417287 7.4420512 51.4416874 7.4424198 51.4416318 7.4427677 51.441593 7.4431566 51.4414985 7.4435364 51.441479 7.4447543 51.4414221 7.4451555 51.4413692 7.4454264 51.4413617 7.445927 51.4412121 7.4461542 51.4411755 7.4463761 51.4411631
g track path track
e 275362251 306690847 1445.039
f 7.4374798 51.4392472 7.4374086 51.4394347 7.4373167 51.4395949 7.4371929 51.4397692 7.4369553 51.4400966 7.436769 51.4404518 7.4362443 51.4403165 7.4354447 51.4401361 7.4353282 51.4401169 7.4348366 51.4400782 7.4346615 51.4400352 7.4343002 51.4399082 7.4341612 51.4399049 7.4336349 51.4398613 7.4334259 51.4399055 7.4332264 51.4400253 7.4330714 51.4401971 7.43291 51.4404334 7.4326214 51.4408754 7.432547 51.4411498 7.4322713 51.4417828 7.4321806 51.4418959 7.4320283 51.4419999 7.431905 51.4422644 7.4317761 51.4425537 7.4315169 51.4427481 7.430975 51.4431714 7.4305806 51.4435165 7.4304315 51.4436008 7.4301719 51.4437158 7.4300425 51.4438476 7.429742 51.4441191 7.4295044 51.4441678 7.4292725 51.4441808 7.4293027 51.4442439 7.4294091 51.4443909 7.4296116 51.4445235 7.4298549 51.4446445 7.4301164 51.4447831 7.4305373 51.4450909 7.4306148 51.4451713 7.4305126 51.4453 7.4301637 51.445486 7.4300664 51.4455672 7.4299563 51.4457803 7.4296187 51.4459601 7.4296076 51.4460774 7.4293862 51.4463533 7.4289767 51.4466292 7.428666 51.4468338 7.4284951 51.4469517 7.4283435 51.4470417 7.4278888 51.4472013
g gravel track path track
e 275362424 275678075 630.0719999999999
f 7.4205302 51.4503295 7.4206026 51.450267 7.420647 51.4502234 7.4209087 51.4498599 7.42176 51.4486956 7.4217992 51.4486386 7.4213084 51.4484541 7.4205015 51.4481667 7.420648 51.447785 7.4206778 51.447209 7.4206521 51.4464415 7.420688 51.445785 7.4208001 51.4454975
g track path track
e 275362424 275362428 68.686
f 7.4205302 51.4503295 7.4203492 51.4503676 7.419966 51.4504877 7.419724 51.4505469
g path
e 275362428 344198750 917.8920000000002
f 7.4197348 51.4506159 7.4193498 51.4506991 7.4166112 51.451327 7.4158819 51.451497 7.4141472 51.4518918 7.4137534 51.4519578 7.4133928 51.4520184 7.4132162 51.4520437 7.4128797 51.4520802 7.4127416 51.4520958 7.4125092 51.4521173 7.4122829 51.4521337 7.4120584 51.4521428 7.4116286 51.4521456 7.4115148 51.4521452 7.4114301 51.4521466 7.4113321 51.4521482 7.4111502 51.4521419 7.410962 51.4521382 7.4105179 51.4521149 7.4101907 51.4520887 7.4098032 51.4520439 7.4095196 51.4520002 7.4092028 51.4519501 7.4086258 51.4518397 7.4085305 51.4518206 7.4084207 51.4518011 7.4083524 51.4517876
g paved compacted path
e 275362428 1977977943 566.104
f 7.4197348 51.4506159 7.4199205 51.4505728 7.4203418 51.450475 7.4208902 51.4503507 7.4214451 51.450252 7.4217849 51.4502081 7.4221099 51.4501812 7.4225165 51.450162 7.422741 51.4501576 7.4232419 51.4501738 7.4235779 51.450198 7.4239187 51.4502336 7.4245484 51.4503447 7.4246066 51.4503552 7.4247257 51.4503832 7.4252717 51.4505298 7.4253807 51.4505629 7.4255242 51.45061 7.4260777 51.4508167 7.4265938 51.4510804 7.4271855 51.4513826
g compacted path
e 275564510 275564512 48.248000000000005
f 7.2939609 51.2816791 7.2937966 51.2818039
g
e 275564512 275564543 37.824
f 7.293448 51.2819669 7.2933895 51.2819214 7.2931709 51.2817512 7.2931341 51.2817317
g
e 275564512 9884194144 49.29600000000001
f 7.293448 51.2819669 7.2938025 51.2822461
g
e 275564543 7194028437 212.21499999999995
f 7.2930912 51.281712 7.2930333 51.2816757 7.2927137 51.2817316 7.2925741 51.2817161 7.292136 51.2819539 7.2919737 51.2820471 7.2917898 51.2821756 7.2916911 51.2822589 7.2916335 51.2822369 7.2915463 51.2822018 7.2914306 51.2821403 7.2913612 51.2820756 7.2913534 51.2820287 7.2913612 51.2819867 7.2914383 51.2817798 7.2914826 51.2816915
g path
e 275614363 296849360 448.769
f 7.280842 51.4069148 7.2808713 51.4069463 7.2809286 51.4069977 7.2812075 51.4073174 7.2812443 51.4073378 7.2813662 51.4074966 7.2815069 51.4077466 7.2815716 51.4078455 7.2816531 51.4079289 7.2818654 51.4081071 7.2819784 51.4083402 7.2820219 51.4084208 7.2821285 51.4085143 7.2821823 51.4085399 7.2823023 51.4085874 7.2824468 51.4086051 7.2825413 51.4085728 7.2828644 51.4084271 7.2832765 51.4082064 7.2833886 51.4081648 7.2834961 51.4081562 7.2835767 51.408159 7.283772 51.408201 7.2839712 51.4082613 7.2842412 51.4083569 7.2844847 51.408447 7.2845372 51.4084717 7.2845701 51.4084963
g
e 275614363 275614412 1739.9189999999999
